!Ion
Fe+
!MOLECULAR WEIGHT
56.0
!NUMBER OF ENERGY LEVELS
111
!LEVEL + ENERGIES(cm^-1) + WEIGHT + Qnum
  245    52    15      5.782e+06  9.4047845e+05   64808.511
  246    52    16      4.418e+06  9.3353418e+05   64808.511
  247    52    18      9.197e+03  6.9648119e+05   64808.511
  248    52    19      6.645e+03  6.7855977e+05   64808.511
  249    52    11      8.855e+07  1.0988062e+06   64808.511
  250    52    12      9.883e+07  1.0901568e+06   64808.511
  251    52    13      6.093e+07  1.0851709e+06   64808.511
  252    52    33      1.899e+04  4.0940321e+05   64808.511
  253    52    34      2.182e+04  4.1010792e+05   64808.511
  254    52    35      1.362e+04  4.0998773e+05   64808.511
  255    52     8      1.139e+08  1.2653107e+06   64808.511
  256    52     9      2.779e+07  1.2569308e+06   64808.511
  257    52    26      1.503e+05  6.6268557e+05   64808.511
  258    52    27      3.695e+04  6.5992910e+05   64808.511
  259    53    15      1.835e+06  9.4534357e+05   65041.997
  260    53    16      8.974e+06  9.3839920e+05   65041.997
  261    53    19      1.358e+04  6.8342473e+05   65041.997
  262    53    12      1.252e+08  1.0950219e+06   65041.997
  263    53    13      1.235e+08  1.0900359e+06   65041.997
  264    53    34      2.826e+04  4.1497304e+05   65041.997
  265    53    35      2.823e+04  4.1485279e+05   65041.997
  266    53     9      1.406e+08  1.2617963e+06   65041.997
  267    53    27      1.889e+05  6.6479418e+05   65041.997
  268    54    10      2.360e+08  1.0875636e+06   63640.719
  269    54     6      4.735e+07  1.2699191e+06   63640.719
  270    54     7      4.118e+06  1.2532050e+06   63640.719
  271    54    24      2.431e+05  6.4741098e+05   63640.719
  272    54    25      2.147e+04  6.4221997e+05   63640.719
  273    54    28      3.402e+05  5.6372162e+05   63640.719
  274    54    29      2.210e+04  5.5243309e+05   63640.719
  275    55    10      3.510e+07  1.1031913e+06   64390.738
  276    55    11      2.038e+08  1.0901013e+06   64390.738
  277    55     6      5.556e+06  1.2855473e+06   64390.738
  278    55     7      3.933e+07  1.2688328e+06   64390.738
  279    55     8      6.710e+06  1.2566058e+06   64390.738
  280    55    24      2.953e+04  6.6303879e+05   64390.738
  281    55    25      2.124e+05  6.5784787e+05   64390.738
  282    55    26      3.664e+04  6.5398053e+05   64390.738
  283    55    29      3.320e+05  5.6806094e+05   64390.738
  284    55    30      3.828e+04  5.6277557e+05   64390.738
  285    56    10      2.445e+06  1.1129670e+06   64859.891
  286    56    11      5.939e+07  1.0998769e+06   64859.891
  287    56    12      1.788e+08  1.0912274e+06   64859.891
  288    56     7      9.425e+06  1.2786082e+06   64859.891
  289    56     8      3.528e+07  1.2663812e+06   64859.891
  290    56     9      6.702e+06  1.2580015e+06   64859.891
  291    56    25      5.198e+04  6.6762349e+05   64859.891
  292    56    26      1.968e+05  6.6375620e+05   64859.891
  293    56    27      3.767e+04  6.6099972e+05   64859.891
  294    56    30      3.408e+05  5.7255111e+05   64859.891
  295    56    31      4.054e+04  5.7033885e+05   64859.891
  296    57    11      4.966e+06  1.1061701e+06   65161.922
  297    57    12      6.790e+07  1.0975206e+06   65161.922
  298    57    13      1.674e+08  1.0925345e+06   65161.922
  299    57     8      1.041e+07  1.2726744e+06   65161.922
  300    57     9      4.082e+07  1.2642952e+06   65161.922
  301    57    26      5.885e+04  6.7004946e+05   65161.922
  302    57    27      2.325e+05  6.6729300e+05   65161.922
  303    57    31      3.901e+05  5.7663208e+05   65161.922
  304    58    14      4.376e+07  1.0040961e+06   67575.678
  305    58    15      1.842e+07  9.9813671e+05   67575.678
  306    58    17      4.137e+06  7.8356341e+05   67575.678
  307    58    18      1.580e+06  7.5413965e+05   67575.678
  308    58    10      1.930e+08  1.1695548e+06   67575.678
  309    58    11      4.198e+07  1.1564648e+06   67575.678
  310    58    12      4.560e+06  1.1478152e+06   67575.678
  311    58    32      2.352e+05  4.6420673e+05   67575.678
  312    58    33      5.391e+04  4.6706160e+05   67575.678
  313    58    34      6.018e+03  4.6776638e+05   67575.678
  314    59    14      2.921e+07  1.0167571e+06   68183.319
  315    59    15      8.504e+06  1.0107979e+06   68183.319
  316    59    16      2.603e+07  1.0038536e+06   68183.319
  317    59    17      2.790e+06  7.9622471e+05   68183.319
  318    59    18      7.384e+05  7.6680088e+05   68183.319
  319    59    19      2.150e+06  7.4887942e+05   68183.319
  320    59    11      1.518e+08  1.1691256e+06   68183.319
  321    59    12      7.540e+07  1.1604763e+06   68183.319
  322    59    13      1.163e+07  1.1554904e+06   68183.319
  323    59    33      2.045e+05  4.7972281e+05   68183.319
  324    59    34      1.043e+05  4.8042755e+05   68183.319
